DATE,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,index,TM,FFM,UM,RR
20200616,4442.041666666667,1157.9583333333333,5721.625,122.02083333333333,105.10416666666667,1026.5,-8.208333333333334,128.27083333333334,30695,16.7,2.2,77.0,1.4
20200617,4488.020833333333,1118.5416666666667,5772.5,164.875,42.895833333333336,1068.3125,-53.229166666666664,130.08333333333334,30696,13.9,2.4,94.0,15.3
20200618,4537.354166666667,1126.2083333333333,5776.25,470.6666666666667,121.1875,1177.75,-93.14583333333333,132.25,30697,15.6,4.4,77.0,0.0
20200619,4460.479166666667,1173.1875,6325.229166666667,388.6458333333333,111.375,1192.3125,-94.5625,130.60416666666666,30698,15.9,3.3,75.0,0.4
20200620,4014.0833333333335,1113.8541666666667,7124.229166666667,42.770833333333336,108.79166666666667,1200.8333333333333,-81.375,130.97916666666666,30699,16.9,2.2,72.0,0.2
20200621,3585.3958333333335,487.0833333333333,7111.229166666667,409.2291666666667,127.27083333333333,1133.7083333333333,-152.35416666666666,129.10416666666666,30700,18.8,3.2,66.0,0.0
20200622,4383.604166666667,1146.1875,7333.208333333333,187.3125,147.625,1092.3541666666667,-32.4375,119.35416666666667,30701,17.3,2.8,61.0,0.0
20200623,4615.916666666667,1119.25,7287.75,560.2291666666666,156.41666666666666,1029.1666666666667,-37.854166666666664,119.375,30702,20.8,3.5,56.0,0.0
20200624,4690.354166666667,1087.1666666666667,7118.416666666667,1189.9583333333333,155.89583333333334,968.6458333333334,-33.770833333333336,115.91666666666667,30703,23.2,4.3,43.0,0.0
20200625,4819.5,1103.7083333333333,7144.4375,792.0416666666666,153.33333333333334,920.7916666666666,-36.458333333333336,120.08333333333333,30704,23.4,3.2,48.0,0.0
20200626,4629.958333333333,1073.375,6566.145833333333,813.6666666666666,99.5,952.625,-21.729166666666668,116.97916666666667,30705,22.3,3.2,69.0,38.1
20200627,3913.3125,1014.2916666666666,5727.8125,1185.2708333333333,105.91666666666667,946.0,-84.47916666666667,125.0,30706,21.4,4.5,75.0,0.4
20200628,3670.5416666666665,348.1041666666667,4884.645833333333,1211.6666666666667,78.8125,947.4166666666666,-117.14583333333333,127.33333333333333,30707,16.6,4.9,80.0,3.8
20200629,4312.833333333333,636.0,5138.041666666667,894.8958333333334,126.10416666666667,1033.8541666666667,-1.0833333333333333,128.35416666666666,30708,17.4,4.6,70.0,0.0
20200630,4489.3125,719.5,3942.625,838.3125,102.66666666666667,1106.125,0.0,128.83333333333334,30709,17.5,4.5,68.0,0.0
20200701,4564.458333333333,693.2291666666666,4819.9375,976.6458333333334,108.60416666666667,1067.5208333333333,0.0,121.41666666666667,30710,20.5,4.7,70.0,0.0
20200702,4482.604166666667,722.8333333333334,5076.854166666667,904.3541666666666,93.04166666666667,1083.3541666666667,0.0,124.58333333333333,30711,18.5,5.0,66.0,0.0
20200703,4457.4375,668.0,5909.020833333333,309.8541666666667,121.97916666666667,1114.0,0.0,129.4375,30712,17.6,2.6,61.0,0.0
20200704,4095.3541666666665,318.0,4702.8125,1253.6458333333333,127.83333333333333,1105.6458333333333,0.0,127.16666666666667,30713,19.8,5.4,58.0,0.0
20200705,3862.0416666666665,129.79166666666666,3407.9375,1691.7708333333333,85.89583333333333,1050.1458333333333,0.0,121.3125,30714,21.3,6.3,71.0,0.2
20200706,4451.541666666667,365.6666666666667,5297.958333333333,1032.9791666666667,125.4375,1052.8541666666667,0.0,118.08333333333333,30715,15.6,4.4,61.0,0.2
20200707,4716.520833333333,382.125,6345.166666666667,134.47916666666666,141.45833333333334,1006.0,0.0,121.72916666666667,30716,16.7,1.8,55.0,0.0
20200708,4685.729166666667,388.3958333333333,6251.0625,421.2916666666667,123.45833333333333,954.9583333333334,0.0,132.0,30717,19.9,3.6,54.0,0.0
20200709,4759.291666666667,413.375,6243.645833333333,469.6666666666667,143.6875,933.2083333333334,0.0,132.08333333333334,30718,23.5,3.7,54.0,0.0
20200710,4680.229166666667,407.2916666666667,6247.166666666667,814.8125,84.35416666666667,875.7083333333334,0.0,132.27083333333334,30719,19.1,4.5,67.0,0.0
20200711,3937.875,367.6666666666667,6176.854166666667,371.5416666666667,136.20833333333334,964.9375,0.0,135.3125,30720,16.7,2.8,57.0,0.0
20200712,3657.3541666666665,308.2916666666667,5089.083333333333,709.0833333333334,152.60416666666666,1041.8541666666667,0.0,128.79166666666666,30721,18.2,3.5,48.0,0.0
20200713,4074.125,392.7291666666667,6200.145833333333,464.9791666666667,145.97916666666666,964.7708333333334,0.0,126.04166666666667,30722,19.8,2.3,44.0,0.0
20200714,3751.8125,374.3333333333333,6189.9375,371.8333333333333,110.41666666666667,928.1458333333334,0.0,127.35416666666667,30723,19.0,2.8,52.0,2.8
20200715,4345.125,415.8958333333333,6253.229166666667,137.97916666666666,63.3125,879.6666666666666,0.0,122.83333333333333,30724,17.4,2.7,74.0,0.2
20200716,4459.895833333333,431.1666666666667,6290.8125,228.9375,31.958333333333332,896.5625,0.0,117.70833333333333,30725,15.6,3.0,85.0,1.0
20200717,4410.020833333333,402.75,6176.770833333333,131.02083333333334,87.72916666666667,926.75,0.0,119.625,30726,17.5,2.5,74.0,0.0
20200718,4009.5625,365.3541666666667,5516.125,54.166666666666664,122.5625,959.2916666666666,0.0,123.47916666666667,30727,19.7,1.6,61.0,0.0
20200719,3634.1458333333335,330.5208333333333,5567.9375,141.83333333333334,135.75,866.4791666666666,0.0,123.8125,30728,22.9,1.8,45.0,0.0
20200720,4409.666666666667,349.3333333333333,6274.833333333333,622.1875,135.83333333333334,831.1041666666666,0.0,119.75,30729,22.2,3.0,51.0,0.0
20200721,4698.6875,365.8541666666667,6311.416666666667,740.1458333333334,142.4375,814.5,0.0,122.29166666666667,30730,19.7,3.0,50.0,0.0
20200722,4565.958333333333,372.7083333333333,6233.479166666667,713.5625,139.60416666666666,814.9791666666666,0.0,121.8125,30731,19.9,2.8,45.0,0.0
20200723,4609.1875,378.2916666666667,6243.729166666667,245.66666666666666,140.4375,846.7916666666666,0.0,120.29166666666667,30732,20.5,1.8,48.0,0.0
20200724,4485.041666666667,368.3333333333333,6194.708333333333,324.6458333333333,101.39583333333333,921.3125,0.0,121.22916666666667,30733,21.3,2.8,51.0,0.0
20200725,3952.8333333333335,321.5,5868.895833333333,514.1458333333334,106.58333333333333,929.0416666666666,0.0,123.0625,30734,22.6,3.3,53.0,0.0
20200726,3692.6458333333335,229.58333333333334,5916.875,872.1041666666666,106.08333333333333,883.4791666666666,0.0,122.1875,30735,20.7,4.7,57.0,0.0
20200727,4262.958333333333,351.5625,6152.416666666667,1013.0833333333334,143.72916666666666,817.875,0.0,118.91666666666667,30736,24.4,4.8,45.0,0.0
20200728,4439.333333333333,344.9791666666667,6162.083333333333,991.375,106.27083333333333,745.0416666666666,0.0,122.79166666666667,30737,21.4,4.6,56.0,0.0
20200729,4368.333333333333,376.125,6050.458333333333,119.16666666666667,143.58333333333334,737.0625,0.0,123.29166666666667,30738,19.4,2.2,48.0,0.0
20200730,4334.604166666667,354.2291666666667,6252.708333333333,242.70833333333334,142.14583333333334,704.6458333333334,0.0,122.70833333333333,30739,23.5,1.8,36.0,0.0
20200731,4246.875,351.1458333333333,6200.791666666667,527.625,135.39583333333334,702.4583333333334,0.0,112.64583333333333,30740,28.7,2.7,33.0,0.0
20200801,3874.0208333333335,341.8125,6148.791666666667,475.7291666666667,111.0,693.6875,0.0,113.10416666666667,30741,27.1,3.3,48.0,1.4
20200802,3468.3333333333335,344.6458333333333,6153.125,526.0625,101.16666666666667,768.4166666666666,0.0,114.4375,30742,20.2,3.3,61.0,0.0
20200803,3715.4375,389.875,6228.3125,621.1458333333334,86.10416666666667,874.6458333333334,0.0,109.6875,30743,17.5,3.4,59.0,0.0
20200804,3852.2916666666665,363.1666666666667,6211.895833333333,315.75,117.1875,1119.875,0.0,104.58333333333333,30744,17.2,2.3,62.0,0.0
20200805,3932.3541666666665,318.0208333333333,6048.9375,96.625,149.0625,1188.1041666666667,0.0,105.5625,30745,21.3,2.5,43.0,0.0
20200806,4000.7708333333335,329.3541666666667,6345.479166666667,288.1458333333333,147.0,1083.6666666666667,0.0,111.3125,30746,22.9,2.5,48.0,0.0
20200807,4031.125,431.0833333333333,6669.5,248.52083333333334,143.47916666666666,1044.7708333333333,0.0,114.1875,30747,25.8,2.4,49.0,0.0
20200808,3807.2916666666665,443.2708333333333,6634.958333333333,172.02083333333334,137.64583333333334,939.75,0.0,117.70833333333333,30748,28.1,2.1,43.0,0.0
20200809,3610.0,530.875,6751.645833333333,384.6041666666667,133.29166666666666,901.1041666666666,0.0,116.58333333333333,30749,28.7,2.6,37.0,0.0
20200810,3979.7291666666665,393.5625,6999.270833333333,296.7916666666667,114.5,872.0208333333334,0.0,120.04166666666667,30750,28.0,2.6,39.0,0.0
20200811,4097.854166666667,504.7708333333333,7062.25,114.27083333333333,118.5,843.3125,0.0,120.6875,30751,27.3,2.4,48.0,0.0
20200812,4029.6666666666665,711.0416666666666,7272.895833333333,345.6875,105.375,800.3958333333334,0.0,122.14583333333333,30752,26.2,2.4,59.0,2.0
20200813,3987.1666666666665,601.7916666666666,7272.166666666667,588.7083333333334,98.27083333333333,784.9375,0.0,119.35416666666667,30753,25.3,2.9,52.0,0.0
20200814,3934.6458333333335,731.0208333333334,7328.979166666667,415.2916666666667,82.70833333333333,775.5416666666666,0.0,126.16666666666667,30754,21.1,2.8,75.0,7.7
20200815,3556.0833333333335,679.4166666666666,7099.645833333333,38.833333333333336,119.875,770.1458333333334,0.0,129.39583333333334,30755,21.9,1.6,67.0,0.0
20200816,3439.8541666666665,654.4583333333334,7306.770833333333,236.39583333333334,106.83333333333333,745.5625,0.0,130.04166666666666,30756,22.2,2.6,66.0,3.4
20200817,3943.9166666666665,692.2291666666666,7333.354166666667,601.5833333333334,105.75,827.75,0.0,128.04166666666666,30757,20.1,3.5,67.0,0.0
20200818,4074.7083333333335,703.7916666666666,7324.5,276.5833333333333,104.3125,818.2291666666666,0.0,128.91666666666666,30758,19.7,3.0,65.0,0.0
20200819,4073.3541666666665,720.1041666666666,7279.9375,346.625,91.29166666666667,790.4166666666666,0.0,129.04166666666666,30759,21.9,2.9,62.0,0.4
20200820,4218.875,658.1041666666666,6946.875,647.8333333333334,129.14583333333334,780.4583333333334,0.0,127.79166666666667,30760,27.2,4.2,47.0,0.0
20200821,4267.520833333333,565.3958333333334,6694.333333333333,938.1875,81.14583333333333,747.6458333333334,0.0,129.66666666666666,30761,25.0,5.5,56.0,3.4
20200822,3781.7916666666665,399.3333333333333,6895.4375,1441.8333333333333,106.10416666666667,722.1666666666666,0.0,130.16666666666666,30762,20.5,5.7,65.0,0.0
20200823,3456.0,147.75,6520.229166666667,921.0833333333334,99.14583333333333,680.8125,0.0,131.66666666666666,30763,18.1,4.1,60.0,0.0
20200824,4084.8541666666665,390.125,6967.916666666667,232.25,107.70833333333333,632.5416666666666,0.0,126.66666666666667,30764,17.1,3.1,60.0,0.0
20200825,4332.625,448.4791666666667,5612.3125,1351.4166666666667,79.8125,605.0,0.0,124.64583333333333,30765,20.4,5.4,54.0,0.0
20200826,4425.708333333333,513.5416666666666,5455.4375,2221.5416666666665,123.02083333333333,575.4791666666666,0.0,129.77083333333334,30766,19.5,6.4,53.0,0.0
20200827,4369.166666666667,525.5625,5531.104166666667,524.7708333333334,103.75,556.2916666666666,0.0,132.79166666666666,30767,19.1,3.4,55.0,1.2
20200828,4341.458333333333,502.5416666666667,5503.770833333333,1302.0625,74.45833333333333,580.5,0.0,135.64583333333334,30768,16.7,5.2,78.0,3.6
20200829,3762.5208333333335,362.25,4187.708333333333,584.3541666666666,78.39583333333333,612.4583333333334,0.0,136.1875,30769,15.2,3.3,76.0,0.0
20200830,3579.125,323.5833333333333,4159.270833333333,320.2916666666667,48.0625,815.6666666666666,0.0,129.52083333333334,30770,14.5,2.9,77.0,0.0
20200831,4302.3125,527.5208333333334,4049.2708333333335,491.5833333333333,63.791666666666664,1089.7916666666667,0.0,124.47916666666667,30771,14.1,3.1,84.0,0.2
20200901,4506.6875,669.2291666666666,3742.8958333333335,325.7916666666667,72.375,1072.3958333333333,0.0,124.125,30772,15.0,2.3,79.0,0.0
20200902,4516.5625,745.7708333333334,4806.916666666667,228.83333333333334,107.9375,1068.4583333333333,0.0,124.58333333333333,30773,16.3,1.6,66.0,0.0
20200903,4577.145833333333,678.4375,5546.104166666667,306.4166666666667,100.39583333333333,1018.3958333333334,0.0,124.14583333333333,30774,18.8,3.4,51.0,0.0
20200904,4529.541666666667,635.4791666666666,5337.625,396.625,122.95833333333333,971.5833333333334,0.0,122.4375,30775,23.3,3.8,40.0,0.0
20200905,3887.3333333333335,747.0,4590.604166666667,410.5833333333333,67.3125,906.1458333333334,0.0,114.16666666666667,30776,17.1,3.1,66.0,0.0
20200906,3620.6041666666665,625.2083333333334,4372.375,143.4375,71.5625,844.6041666666666,0.0,115.41666666666667,30777,13.2,1.6,68.0,0.0
20200907,4339.125,858.9375,4744.5625,202.125,132.0625,855.875,0.0,114.85416666666667,30778,14.7,1.9,56.0,0.0
20200908,4545.75,819.6041666666666,4844.6875,40.479166666666664,128.1875,836.9791666666666,0.0,118.0,30779,17.8,1.5,47.0,0.0
20200909,4502.5,769.3541666666666,4763.125,81.64583333333333,108.79166666666667,803.3541666666666,0.0,116.58333333333333,30780,19.3,2.3,56.0,0.0
20200910,4582.395833333333,835.25,4819.270833333333,316.6041666666667,89.52083333333333,788.0833333333334,0.0,115.27083333333333,30781,19.4,2.5,71.0,0.0
20200911,4523.291666666667,845.2708333333334,4821.666666666667,90.72916666666667,114.85416666666667,754.9583333333334,0.0,111.79166666666667,30782,19.1,1.5,60.0,0.0
20200912,3926.2708333333335,823.2916666666666,4413.729166666667,179.875,114.0,708.3958333333334,0.0,122.64583333333333,30783,19.9,2.6,56.0,0.0
20200913,3621.5625,602.8958333333334,4665.25,87.89583333333333,120.58333333333333,690.125,0.0,120.02083333333333,30784,20.1,1.7,56.0,0.0
20200914,4342.625,806.5833333333334,4717.1875,318.2916666666667,114.60416666666667,666.4166666666666,0.0,118.41666666666667,30785,23.1,2.2,53.0,0.0
20200915,4571.916666666667,824.5416666666666,4741.0,218.22916666666666,110.85416666666667,689.1875,0.0,117.20833333333333,30786,25.1,2.2,46.0,0.0
20200916,4612.166666666667,1043.2291666666667,4711.5625,288.6458333333333,90.3125,647.0833333333334,0.0,112.6875,30787,23.9,2.7,48.0,0.0
20200917,4599.666666666667,801.7916666666666,4734.75,1363.8125,111.625,633.2916666666666,0.0,110.60416666666667,30788,19.5,5.0,66.0,0.0
20200918,4528.8125,746.1458333333334,4773.895833333333,1362.5208333333333,112.9375,618.4791666666666,0.0,110.125,30789,19.4,3.9,60.0,0.0
20200919,3991.6041666666665,781.8958333333334,4676.895833333333,972.8958333333334,65.8125,595.1458333333334,0.0,117.375,30790,18.9,2.2,69.0,0.0
20200920,3710.9375,1073.8333333333333,4410.708333333333,278.5833333333333,108.64583333333333,581.3333333333334,0.0,109.60416666666667,30791,19.2,2.2,52.0,0.0
20200921,4355.541666666667,1415.3333333333333,5095.666666666667,118.95833333333333,113.41666666666667,580.5,0.0,103.77083333333333,30792,18.0,1.5,52.0,0.0
20200922,4547.354166666667,1512.5833333333333,5351.416666666667,189.60416666666666,100.58333333333333,589.3333333333334,0.0,110.77083333333333,30793,19.7,2.8,52.0,0.0
20200923,4594.479166666667,1152.0625,5677.541666666667,1012.125,68.60416666666667,606.9583333333334,0.0,118.875,30794,18.5,5.3,68.0,2.6
20200924,4712.520833333333,806.7916666666666,5684.4375,1523.375,55.270833333333336,637.5,0.0,119.29166666666667,30795,14.0,5.3,86.0,7.6
20200925,4746.125,683.8333333333334,5723.1875,2514.7083333333335,43.875,711.7708333333334,0.0,118.97916666666667,30796,9.3,6.7,85.0,3.4
20200926,4417.770833333333,67.79166666666667,5675.020833333333,2846.4583333333335,21.875,818.0,0.0,121.3125,30797,7.7,6.8,89.0,16.5
20200927,4168.3125,241.25,5590.604166666667,1628.8541666666667,37.75,874.125,0.0,113.89583333333333,30798,8.6,5.5,95.0,6.5
20200928,4877.625,1137.6041666666667,7061.0,304.1041666666667,38.3125,794.5208333333334,0.0,113.35416666666667,30799,9.5,2.9,93.0,12.9
20200929,5039.041666666667,1201.9791666666667,7580.270833333333,367.8125,27.729166666666668,777.8958333333334,0.0,107.70833333333333,30800,12.8,3.8,92.0,0.8
20200930,4881.833333333333,1195.9583333333333,7527.416666666667,126.375,58.729166666666664,774.0833333333334,-0.125,115.3125,30801,14.7,2.2,85.0,0.2
20201001,5033.375,1208.0416666666667,7551.875,1231.4375,37.604166666666664,767.4791666666666,0.0,118.04166666666667,30802,11.7,4.4,90.0,6.2
20201002,5072.0625,1083.7916666666667,7211.5,1357.3541666666667,20.708333333333332,762.5,0.0,118.27083333333333,30803,11.2,3.6,94.0,18.8
20201003,4442.5,696.75,6085.604166666667,1068.8333333333333,53.229166666666664,834.6041666666666,-2.9166666666666665,118.85416666666667,30804,10.2,5.8,87.0,12.6
20201004,4219.479166666667,151.58333333333334,6926.208333333333,2664.5625,68.33333333333333,1023.9583333333334,0.0,117.45833333333333,30805,10.4,7.8,83.0,1.2
20201005,5112.5,998.2708333333334,8618.958333333334,2663.5833333333335,26.8125,959.6875,0.0,115.8125,30806,10.4,8.3,90.0,8.8
20201006,5312.479166666667,593.8333333333334,8816.875,2883.0625,43.166666666666664,930.8125,-0.625,117.14583333333333,30807,11.1,7.8,88.0,8.0
20201007,5267.1875,868.7083333333334,8992.020833333334,1931.0833333333333,54.1875,934.2083333333334,-0.125,186.35416666666666,30808,11.2,5.5,89.0,2.0
20201008,5271.958333333333,606.9791666666666,8908.75,1945.0833333333333,43.0,941.1875,0.0,148.58333333333334,30809,13.3,6.7,85.0,0.2
20201009,5039.604166666667,1055.25,9065.791666666666,994.375,32.875,943.5833333333334,-1.125,115.3125,30810,13.4,6.0,87.0,8.3
20201010,4520.854166666667,528.2916666666666,8866.354166666666,582.1875,81.6875,938.9375,0.0,117.5625,30811,9.3,3.2,80.0,0.4
20201011,4387.291666666667,119.83333333333333,8843.416666666666,546.4166666666666,52.125,944.4791666666666,0.0,118.66666666666667,30812,7.1,2.6,88.0,0.2
20201012,5230.125,1236.0833333333333,9248.958333333334,203.72916666666666,44.291666666666664,943.4583333333334,-1.3125,118.4375,30813,7.2,2.0,92.0,0.2
20201013,5533.3125,1510.9791666666667,9135.270833333334,588.875,49.833333333333336,921.9583333333334,0.0,115.41666666666667,30814,7.5,2.6,88.0,1.0
20201014,5495.8125,1019.5833333333334,9152.583333333334,1050.1041666666667,77.70833333333333,882.375,-2.3333333333333335,115.66666666666667,30815,7.8,3.6,84.0,1.8
20201015,5573.645833333333,1143.4583333333333,9142.604166666666,983.0833333333334,19.354166666666668,875.6458333333334,-40.291666666666664,116.08333333333333,30816,7.3,3.5,95.0,0.2
20201016,5519.395833333333,1258.375,9147.4375,532.2916666666666,28.583333333333332,862.3333333333334,-86.5,114.72916666666667,30817,8.5,3.2,92.0,0.2
20201017,4885.833333333333,1229.6458333333333,9151.270833333334,102.04166666666667,35.5625,844.5208333333334,-35.3125,108.97916666666667,30818,7.0,1.7,87.0,0.0
20201018,4668.854166666667,761.7291666666666,9083.416666666666,51.979166666666664,57.354166666666664,816.9583333333334,-68.10416666666667,106.72916666666667,30819,7.9,1.6,82.0,0.0
20201019,5270.25,1019.2916666666666,9110.0625,500.5,85.75,794.6666666666666,-0.0625,107.0625,30820,9.6,2.8,72.0,0.0
20201020,5508.145833333333,973.1458333333334,8964.6875,1774.7708333333333,34.729166666666664,763.6666666666666,-10.479166666666666,118.22916666666667,30821,13.8,7.1,65.0,0.0
20201021,5237.5,1019.25,9001.895833333334,2540.2916666666665,48.458333333333336,776.2291666666666,-1.0625,111.66666666666667,30822,17.9,9.7,50.0,0.0
20201022,5150.666666666667,983.6041666666666,8943.625,1263.5,46.416666666666664,857.7708333333334,-90.33333333333333,112.47916666666667,30823,16.1,5.5,75.0,5.2
20201023,5107.479166666667,1117.0208333333333,9048.395833333334,767.8958333333334,16.520833333333332,778.6666666666666,-70.45833333333333,114.14583333333333,30824,13.7,4.7,93.0,4.8
20201024,4545.083333333333,102.02083333333333,8818.4375,1974.6458333333333,35.625,959.1875,-39.916666666666664,113.14583333333333,30825,12.6,6.2,83.0,0.0
20201025,4299.145833333333,77.95833333333333,7502.895833333333,1880.875,34.5,890.3541666666666,-111.6875,114.75,30826,11.5,5.3,84.0,9.9
20201026,5194.895833333333,823.9791666666666,9666.479166666666,1523.5625,39.770833333333336,995.5625,-57.729166666666664,115.3125,30827,8.9,5.6,86.0,3.0
20201027,5553.4375,626.6458333333334,9666.9375,2096.4166666666665,41.666666666666664,1144.75,-104.4375,113.4375,30828,9.4,7.2,83.0,2.4
20201028,5505.375,805.75,9529.770833333334,2518.2708333333335,51.208333333333336,1024.6458333333333,-18.354166666666668,159.8125,30829,11.4,7.6,81.0,1.8
20201029,5420.416666666667,653.2916666666666,9859.291666666666,1958.2291666666667,25.104166666666668,1067.4375,-58.416666666666664,113.41666666666667,30830,11.1,6.4,87.0,1.0
20201030,5204.541666666667,388.1666666666667,9789.5,1238.8958333333333,20.104166666666668,1126.125,-47.729166666666664,113.9375,30831,12.2,4.9,84.0,0.0
20201031,4585.083333333333,124.22916666666667,10246.270833333334,1254.9791666666667,89.66666666666667,1050.6041666666667,-18.270833333333332,115.16666666666667,30832,11.9,4.1,78.0,2.2
20201101,4329.854166666667,214.58333333333334,9395.3125,2490.25,13.083333333333334,1062.5625,-151.47916666666666,122.58333333333333,30833,14.7,7.1,87.0,1.6
20201102,4829.8125,388.0833333333333,8686.895833333334,2555.375,47.791666666666664,987.375,-97.0625,126.70833333333333,30834,17.0,7.9,77.0,2.0
20201103,5243.791666666667,828.5,10354.729166666666,710.7083333333334,27.916666666666668,1076.6041666666667,-93.4375,127.29166666666667,30835,8.6,3.4,87.0,0.2
20201104,5550.0625,926.0833333333334,10548.291666666666,490.5416666666667,65.20833333333333,1044.0208333333333,-97.58333333333333,126.35416666666667,30836,4.7,2.1,88.0,0.2
20201105,5603.979166666667,784.8541666666666,10434.166666666666,1489.4791666666667,79.89583333333333,1009.4375,-83.27083333333333,124.10416666666667,30837,5.2,3.8,78.0,0.0
20201106,5554.645833333333,518.5,10482.0625,1498.8333333333333,74.29166666666667,988.4375,-94.72916666666667,126.54166666666667,30838,5.9,2.8,83.0,0.0
20201107,4936.645833333333,225.5,10382.083333333334,1037.6458333333333,57.0625,937.1666666666666,-90.29166666666667,127.04166666666667,30839,8.9,2.4,85.0,0.0
20201108,4594.791666666667,231.08333333333334,10240.5,782.375,32.9375,874.5833333333334,-175.47916666666666,128.54166666666666,30840,12.7,3.1,78.0,0.6
20201109,5173.041666666667,830.6666666666666,10408.541666666666,240.5,63.291666666666664,903.4583333333334,-75.125,124.47916666666667,30841,12.5,2.8,85.0,0.2
20201110,5466.041666666667,1261.0625,10542.395833333334,47.395833333333336,34.458333333333336,910.6666666666666,-84.375,118.875,30842,11.4,1.7,92.0,11.3
20201111,4918.958333333333,605.1458333333334,10486.291666666666,274.375,19.5,836.9583333333334,-121.95833333333333,118.875,30843,10.4,1.8,98.0,0.2
20201112,5442.666666666667,1089.2708333333333,10476.625,928.7291666666666,38.9375,860.1041666666666,-84.4375,120.52083333333333,30844,9.9,4.4,88.0,0.4
20201113,5401.375,1119.0416666666667,10438.125,971.7291666666666,28.333333333333332,803.0833333333334,-86.29166666666667,119.39583333333333,30845,11.5,4.3,85.0,0.4
20201114,4667.833333333333,518.2083333333334,10447.583333333334,1113.2916666666667,66.41666666666667,735.4791666666666,-65.70833333333333,117.22916666666667,30846,12.2,3.6,81.0,0.0
20201115,4502.833333333333,235.41666666666666,8864.75,2802.75,47.854166666666664,727.5416666666666,-137.89583333333334,117.10416666666667,30847,12.8,6.9,79.0,3.0
20201116,5267.208333333333,1008.5833333333334,10114.979166666666,1843.4166666666667,22.145833333333332,773.3541666666666,-105.125,113.27083333333333,30848,8.8,5.9,88.0,0.4
20201117,5578.020833333333,1081.0416666666667,10534.895833333334,469.1666666666667,36.854166666666664,733.25,-97.95833333333333,110.6875,30849,8.4,3.3,88.0,0.0
20201118,5572.6875,1017.7291666666666,10484.645833333334,1004.25,72.1875,783.3125,-116.0,109.875,30850,8.9,3.6,78.0,2.4
20201119,5663.375,617.0833333333334,10403.833333333334,1663.8958333333333,29.479166666666668,768.7291666666666,-103.89583333333333,112.5625,30851,8.2,5.4,89.0,1.2
20201120,5736.8125,1479.8958333333333,10653.166666666666,184.29166666666666,43.979166666666664,828.3333333333334,-81.41666666666667,120.77083333333333,30852,2.9,1.8,91.0,0.0
20201121,5592.75,1048.8125,10645.583333333334,200.72916666666666,53.125,761.2708333333334,-133.08333333333334,120.58333333333333,30853,1.5,1.7,82.0,0.0
20201122,5407.208333333333,1349.9583333333333,10621.583333333334,79.20833333333333,35.270833333333336,682.1666666666666,-164.58333333333334,121.47916666666667,30854,3.9,1.6,74.0,0.0
20201123,5945.833333333333,1480.4166666666667,10629.208333333334,51.979166666666664,25.208333333333332,755.4791666666666,-66.39583333333333,122.64583333333333,30855,6.3,1.5,81.0,0.0
20201124,6186.270833333333,1436.375,10714.041666666666,414.2291666666667,23.6875,665.0833333333334,-86.25,125.8125,30856,1.7,2.1,99.0,0.0
20201125,6238.854166666667,1485.9375,10644.625,713.2083333333334,42.958333333333336,724.7916666666666,-98.3125,126.3125,30857,5.5,3.3,84.0,0.0
20201126,6224.104166666667,1865.7916666666667,10615.166666666666,263.875,53.083333333333336,682.125,-94.95833333333333,126.83333333333333,30858,6.5,2.5,74.0,0.0
20201127,6186.5,2013.4375,10535.8125,339.25,35.729166666666664,678.9583333333334,-131.4375,129.66666666666666,30859,4.3,1.9,87.0,0.0
20201128,5647.0,1384.2916666666667,9209.229166666666,968.5833333333334,36.041666666666664,593.0208333333334,-116.10416666666667,130.625,30860,1.9,3.0,92.0,0.0
20201129,5582.104166666667,1484.0416666666667,9243.541666666666,1009.9583333333334,18.333333333333332,589.3333333333334,-55.333333333333336,130.875,30861,-0.8,4.3,90.0,0.0
20201130,6612.125,1447.7916666666667,10713.583333333334,324.2083333333333,35.604166666666664,676.9791666666666,-35.354166666666664,129.8125,30862,-3.2,3.0,96.0,2.4
20201201,6671.1875,1554.7083333333333,10647.541666666666,1346.4166666666667,9.4375,642.0833333333334,-144.22916666666666,121.1875,30863,3.1,3.2,97.0,2.2
20201202,6487.375,1552.5625,10638.4375,267.6458333333333,8.020833333333334,722.2916666666666,-91.875,111.29166666666667,30864,1.5,2.3,95.0,0.0
20201203,6481.354166666667,1570.7708333333333,10608.145833333334,1882.9583333333333,15.666666666666666,619.5625,-85.02083333333333,114.77083333333333,30865,2.8,6.0,89.0,3.0
20201204,6279.833333333333,1043.6875,10391.708333333334,1809.2083333333333,11.541666666666666,635.125,-96.27083333333333,114.33333333333333,30866,4.8,6.2,89.0,2.0
20201205,5789.125,1129.4791666666667,10570.625,982.3541666666666,40.375,656.5833333333334,-107.6875,118.77083333333333,30867,2.8,3.0,86.0,0.0
20201206,5720.25,938.0625,10584.145833333334,251.16666666666666,21.958333333333332,649.6041666666666,-154.91666666666666,119.29166666666667,30868,1.1,1.5,96.0,0.0
20201207,6402.5,1451.4791666666667,9560.875,313.3541666666667,18.208333333333332,788.0,-91.14583333333333,119.375,30869,1.6,2.9,91.0,0.8
20201208,6617.395833333333,1454.6458333333333,9387.5,499.2291666666667,18.3125,714.4791666666666,-67.89583333333333,119.10416666666667,30870,2.0,2.6,96.0,2.2
